stop,day,time_slot,total,corridor,percentage
Ramapuram,Mon,20:00-20:30,89,Thiruvanmiyur,1.0
Valasaravakkam,Thu,17:00-17:30,89,Vadapalani,0.37805201230179586
Valasaravakkam,Thu,17:00-17:30,89,Broadway,0.621947987698204
Valasaravakkam,Thu,17:30-18:00,87,Vadapalani,0.28725784958995637
Valasaravakkam,Thu,17:30-18:00,87,Broadway,0.7127421504100436
Ramapuram,Tue,09:30-10:00,35,Thiruvanmiyur,1.0
Porur,Wed,09:30-10:00,92,Vadapalani,0.5803281176189562
Porur,Wed,09:30-10:00,92,Thiruvanmiyur,0.27670245776316527
Porur,Wed,09:30-10:00,92,Broadway,0.1429694246178784
Iyyappanthangal,Fri,11:00-11:30,45,Vadapalani,0.2619307640208474
Iyyappanthangal,Fri,11:00-11:30,45,Thiruvanmiyur,0.43503270581277603
Iyyappanthangal,Fri,11:00-11:30,45,Broadway,0.3030365301663765
Valasaravakkam,Mon,13:00-13:30,65,Vadapalani,0.37738263573509034
Valasaravakkam,Mon,13:00-13:30,65,Broadway,0.6226173642649097
Valasaravakkam,Wed,12:00-12:30,81,Vadapalani,0.511422937787793
Valasaravakkam,Wed,12:00-12:30,81,Broadway,0.48857706221220715
Porur,Wed,15:00-15:30,76,Vadapalani,0.23195126170028119
Porur,Wed,15:00-15:30,76,Thiruvanmiyur,0.3968991197215369
Porur,Wed,15:00-15:30,76,Broadway,0.3711496185781819
Valasaravakkam,Mon,10:00-10:30,110,Vadapalani,0.35895275524929776
Valasaravakkam,Mon,10:00-10:30,110,Broadway,0.6410472447507022
Valasaravakkam,Wed,06:00-06:30,51,Vadapalani,0.735318061741084
Valasaravakkam,Wed,06:00-06:30,51,Broadway,0.26468193825891595
Valasaravakkam,Thu,08:00-08:30,21,Vadapalani,0.6584430369131804
Valasaravakkam,Thu,08:00-08:30,21,Broadway,0.34155696308681954
Iyyappanthangal,Sun,18:30-19:00,87,Vadapalani,0.2572879000402866
Iyyappanthangal,Sun,18:30-19:00,87,Thiruvanmiyur,0.5273164110814099
Iyyappanthangal,Sun,18:30-19:00,87,Broadway,0.21539568887830352
Ramapuram,Fri,21:00-21:30,53,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,07:30-08:00,72,Vadapalani,0.6687987709823269
Iyyappanthangal,Tue,07:30-08:00,72,Thiruvanmiyur,0.21152856367855885
Iyyappanthangal,Tue,07:30-08:00,72,Broadway,0.11967266533911432
Iyyappanthangal,Wed,19:00-19:30,88,Vadapalani,0.16956563511783634
Iyyappanthangal,Wed,19:00-19:30,88,Thiruvanmiyur,0.6092379266752521
Iyyappanthangal,Wed,19:00-19:30,88,Broadway,0.22119643820691143
Valasaravakkam,Thu,20:00-20:30,40,Vadapalani,0.30010293459298054
Valasaravakkam,Thu,20:00-20:30,40,Broadway,0.6998970654070195
Ramapuram,Sun,18:00-18:30,33,Thiruvanmiyur,1.0
Iyyappanthangal,Thu,18:30-19:00,22,Vadapalani,0.2338098045979934
Iyyappanthangal,Thu,18:30-19:00,22,Thiruvanmiyur,0.518277440199166
Iyyappanthangal,Thu,18:30-19:00,22,Broadway,0.2479127552028405
Valasaravakkam,Sun,20:00-20:30,94,Vadapalani,0.29769397924761615
Valasaravakkam,Sun,20:00-20:30,94,Broadway,0.7023060207523838
Valasaravakkam,Fri,06:00-06:30,98,Vadapalani,0.7450919588040026
Valasaravakkam,Fri,06:00-06:30,98,Broadway,0.2549080411959974
Porur,Thu,09:00-09:30,105,Vadapalani,0.6481864888035209
Porur,Thu,09:00-09:30,105,Thiruvanmiyur,0.23182848864311006
Porur,Thu,09:00-09:30,105,Broadway,0.11998502255336896
Porur,Tue,17:00-17:30,102,Vadapalani,0.14127576535064115
Porur,Tue,17:00-17:30,102,Thiruvanmiyur,0.5657073939833132
Porur,Tue,17:00-17:30,102,Broadway,0.29301684066604566
Valasaravakkam,Mon,14:30-15:00,31,Vadapalani,0.4618956944126091
Valasaravakkam,Mon,14:30-15:00,31,Broadway,0.538104305587391
Porur,Thu,19:30-20:00,112,Vadapalani,0.21233758081579943
Porur,Thu,19:30-20:00,112,Thiruvanmiyur,0.5083494438609417
Porur,Thu,19:30-20:00,112,Broadway,0.2793129753232589
Ramapuram,Thu,20:30-21:00,72,Thiruvanmiyur,1.0
Valasaravakkam,Fri,11:30-12:00,88,Vadapalani,0.5097219435632839
Valasaravakkam,Fri,11:30-12:00,88,Broadway,0.49027805643671607
Ramapuram,Fri,20:00-20:30,75,Thiruvanmiyur,1.0
Valasaravakkam,Sun,11:00-11:30,93,Vadapalani,0.483131865341192
Valasaravakkam,Sun,11:00-11:30,93,Broadway,0.5168681346588079
Valasaravakkam,Thu,17:30-18:00,52,Vadapalani,0.3859161905960752
Valasaravakkam,Thu,17:30-18:00,52,Broadway,0.6140838094039248
Iyyappanthangal,Mon,19:00-19:30,80,Vadapalani,0.29288015393260475
Iyyappanthangal,Mon,19:00-19:30,80,Thiruvanmiyur,0.44142924417061885
Iyyappanthangal,Mon,19:00-19:30,80,Broadway,0.26569060189677635
Porur,Sat,16:30-17:00,29,Vadapalani,0.1951946721424294
Porur,Sat,16:30-17:00,29,Thiruvanmiyur,0.5417649940107414
Porur,Sat,16:30-17:00,29,Broadway,0.2630403338468291
Ramapuram,Sat,15:30-16:00,63,Thiruvanmiyur,1.0
Ramapuram,Fri,13:00-13:30,41,Thiruvanmiyur,1.0
Ramapuram,Tue,20:00-20:30,95,Thiruvanmiyur,1.0
Porur,Sat,13:30-14:00,45,Vadapalani,0.30676774461954026
Porur,Sat,13:30-14:00,45,Thiruvanmiyur,0.36701420322164424
Porur,Sat,13:30-14:00,45,Broadway,0.3262180521588155
Iyyappanthangal,Thu,10:30-11:00,71,Vadapalani,0.29329865142843825
Iyyappanthangal,Thu,10:30-11:00,71,Thiruvanmiyur,0.3923611027045753
Iyyappanthangal,Thu,10:30-11:00,71,Broadway,0.31434024586698656
Ramapuram,Sun,15:30-16:00,25,Thiruvanmiyur,1.0
Ramapuram,Thu,12:00-12:30,47,Thiruvanmiyur,1.0
Porur,Thu,19:30-20:00,59,Vadapalani,0.157884633963802
Porur,Thu,19:30-20:00,59,Thiruvanmiyur,0.6014563498458853
Porur,Thu,19:30-20:00,59,Broadway,0.24065901619031266
Ramapuram,Sun,15:30-16:00,73,Thiruvanmiyur,1.0
Ramapuram,Mon,12:00-12:30,40,Thiruvanmiyur,1.0
Valasaravakkam,Thu,06:30-07:00,79,Vadapalani,0.7333779768296179
Valasaravakkam,Thu,06:30-07:00,79,Broadway,0.2666220231703821
Valasaravakkam,Mon,19:30-20:00,77,Vadapalani,0.313550235877738
Valasaravakkam,Mon,19:30-20:00,77,Broadway,0.686449764122262
Valasaravakkam,Fri,21:00-21:30,33,Vadapalani,0.326820675291396
Valasaravakkam,Fri,21:00-21:30,33,Broadway,0.673179324708604
Porur,Sat,18:30-19:00,38,Vadapalani,0.22704878275094117
Porur,Sat,18:30-19:00,38,Thiruvanmiyur,0.6084048356625452
Porur,Sat,18:30-19:00,38,Broadway,0.16454638158651363
Iyyappanthangal,Tue,10:30-11:00,74,Vadapalani,0.295837168675214
Iyyappanthangal,Tue,10:30-11:00,74,Thiruvanmiyur,0.3789373573819548
Iyyappanthangal,Tue,10:30-11:00,74,Broadway,0.32522547394283124
Valasaravakkam,Tue,21:00-21:30,30,Vadapalani,0.3788864067843173
Valasaravakkam,Tue,21:00-21:30,30,Broadway,0.6211135932156827
Valasaravakkam,Sun,15:30-16:00,48,Vadapalani,0.43814380976368555
Valasaravakkam,Sun,15:30-16:00,48,Broadway,0.5618561902363145
Porur,Fri,20:00-20:30,33,Vadapalani,0.191612482456548
Porur,Fri,20:00-20:30,33,Thiruvanmiyur,0.5046986633171663
Porur,Fri,20:00-20:30,33,Broadway,0.30368885422628566
Porur,Tue,19:00-19:30,72,Vadapalani,0.2699575595062568
Porur,Tue,19:00-19:30,72,Thiruvanmiyur,0.4563368214459318
Porur,Tue,19:00-19:30,72,Broadway,0.27370561904781143
Porur,Wed,13:30-14:00,91,Vadapalani,0.26754926494855014
Porur,Wed,13:30-14:00,91,Thiruvanmiyur,0.44731093093786295
Porur,Wed,13:30-14:00,91,Broadway,0.28513980411358697
Ramapuram,Fri,20:30-21:00,25,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,09:30-10:00,70,Vadapalani,0.6122415681030688
Iyyappanthangal,Tue,09:30-10:00,70,Thiruvanmiyur,0.20959148537513053
Iyyappanthangal,Tue,09:30-10:00,70,Broadway,0.17816694652180073
Iyyappanthangal,Sun,18:00-18:30,76,Vadapalani,0.3014638178799992
Iyyappanthangal,Sun,18:00-18:30,76,Thiruvanmiyur,0.4467178558436828
Iyyappanthangal,Sun,18:00-18:30,76,Broadway,0.2518183262763181
Ramapuram,Sun,21:30-22:00,86,Thiruvanmiyur,1.0
Valasaravakkam,Sun,06:00-06:30,43,Vadapalani,0.6450885442171382
Valasaravakkam,Sun,06:00-06:30,43,Broadway,0.3549114557828618
Valasaravakkam,Sun,08:00-08:30,70,Vadapalani,0.6536868721460649
Valasaravakkam,Sun,08:00-08:30,70,Broadway,0.34631312785393503
Valasaravakkam,Sat,10:30-11:00,98,Vadapalani,0.484127421304106
Valasaravakkam,Sat,10:30-11:00,98,Broadway,0.5158725786958939
Ramapuram,Thu,11:30-12:00,72,Thiruvanmiyur,1.0
Ramapuram,Sat,13:00-13:30,38,Thiruvanmiyur,1.0
Iyyappanthangal,Fri,21:00-21:30,116,Vadapalani,0.24395779571186338
Iyyappanthangal,Fri,21:00-21:30,116,Thiruvanmiyur,0.4773969272627344
Iyyappanthangal,Fri,21:00-21:30,116,Broadway,0.2786452770254022
Porur,Sun,06:00-06:30,61,Vadapalani,0.5937088659684696
Porur,Sun,06:00-06:30,61,Thiruvanmiyur,0.2206342589845284
Porur,Sun,06:00-06:30,61,Broadway,0.18565687504700196
Iyyappanthangal,Wed,17:30-18:00,23,Vadapalani,0.2647350288116537
Iyyappanthangal,Wed,17:30-18:00,23,Thiruvanmiyur,0.438387604345135
Iyyappanthangal,Wed,17:30-18:00,23,Broadway,0.2968773668432113
Ramapuram,Wed,14:30-15:00,54,Thiruvanmiyur,1.0
Porur,Wed,14:30-15:00,46,Vadapalani,0.3203015323325478
Porur,Wed,14:30-15:00,46,Thiruvanmiyur,0.4149675432290868
Porur,Wed,14:30-15:00,46,Broadway,0.26473092443836543
Iyyappanthangal,Fri,13:00-13:30,100,Vadapalani,0.3767664527322305
Iyyappanthangal,Fri,13:00-13:30,100,Thiruvanmiyur,0.4133289249310167
Iyyappanthangal,Fri,13:00-13:30,100,Broadway,0.20990462233675283
Porur,Mon,07:30-08:00,68,Vadapalani,0.5508704037121017
Porur,Mon,07:30-08:00,68,Thiruvanmiyur,0.2832303192253564
Porur,Mon,07:30-08:00,68,Broadway,0.16589927706254196
Porur,Tue,19:30-20:00,89,Vadapalani,0.26215444026932777
Porur,Tue,19:30-20:00,89,Thiruvanmiyur,0.4244666341300499
Porur,Tue,19:30-20:00,89,Broadway,0.31337892560062225
Iyyappanthangal,Sun,08:30-09:00,108,Vadapalani,0.6760269983448967
Iyyappanthangal,Sun,08:30-09:00,108,Thiruvanmiyur,0.251371741565188
Iyyappanthangal,Sun,08:30-09:00,108,Broadway,0.07260126008991527
Ramapuram,Thu,14:30-15:00,35,Thiruvanmiyur,1.0
Valasaravakkam,Sun,10:00-10:30,79,Vadapalani,0.39306113663359876
Valasaravakkam,Sun,10:00-10:30,79,Broadway,0.6069388633664011
Porur,Sun,07:30-08:00,81,Vadapalani,0.6330225988703566
Porur,Sun,07:30-08:00,81,Thiruvanmiyur,0.22291530518952618
Porur,Sun,07:30-08:00,81,Broadway,0.1440620959401172
Valasaravakkam,Tue,08:30-09:00,63,Vadapalani,0.7023793445433766
Valasaravakkam,Tue,08:30-09:00,63,Broadway,0.2976206554566234
Porur,Mon,20:30-21:00,72,Vadapalani,0.24286910230804215
Porur,Mon,20:30-21:00,72,Thiruvanmiyur,0.4442806615003011
Porur,Mon,20:30-21:00,72,Broadway,0.31285023619165664
Ramapuram,Sat,06:30-07:00,84,Thiruvanmiyur,1.0
Valasaravakkam,Wed,13:30-14:00,97,Vadapalani,0.37525918257719987
Valasaravakkam,Wed,13:30-14:00,97,Broadway,0.6247408174228002
Ramapuram,Wed,06:30-07:00,55,Thiruvanmiyur,1.0
Iyyappanthangal,Fri,21:30-22:00,51,Vadapalani,0.2596092862766206
Iyyappanthangal,Fri,21:30-22:00,51,Thiruvanmiyur,0.5159582525347061
Iyyappanthangal,Fri,21:30-22:00,51,Broadway,0.22443246118867338
Iyyappanthangal,Sat,09:00-09:30,113,Vadapalani,0.5522746000740381
Iyyappanthangal,Sat,09:00-09:30,113,Thiruvanmiyur,0.24502039033877054
Iyyappanthangal,Sat,09:00-09:30,113,Broadway,0.20270500958719148
Ramapuram,Mon,07:30-08:00,23,Thiruvanmiyur,1.0
Porur,Sun,20:00-20:30,55,Vadapalani,0.27055217762514144
Porur,Sun,20:00-20:30,55,Thiruvanmiyur,0.42278329780591406
Porur,Sun,20:00-20:30,55,Broadway,0.3066645245689445
Ramapuram,Tue,15:30-16:00,86,Thiruvanmiyur,1.0
Iyyappanthangal,Sun,09:30-10:00,40,Vadapalani,0.6395330076308415
Iyyappanthangal,Sun,09:30-10:00,40,Thiruvanmiyur,0.23438030561649636
Iyyappanthangal,Sun,09:30-10:00,40,Broadway,0.12608668675266216
Valasaravakkam,Sat,16:30-17:00,116,Vadapalani,0.1897592020430491
Valasaravakkam,Sat,16:30-17:00,116,Broadway,0.8102407979569508
Ramapuram,Thu,14:00-14:30,88,Thiruvanmiyur,1.0
Valasaravakkam,Tue,12:00-12:30,30,Vadapalani,0.382997663402922
Valasaravakkam,Tue,12:00-12:30,30,Broadway,0.6170023365970779
Valasaravakkam,Sat,11:30-12:00,25,Vadapalani,0.48957345678133246
Valasaravakkam,Sat,11:30-12:00,25,Broadway,0.5104265432186675
Ramapuram,Wed,09:00-09:30,25,Thiruvanmiyur,1.0
Iyyappanthangal,Wed,15:30-16:00,106,Vadapalani,0.22472844040472645
Iyyappanthangal,Wed,15:30-16:00,106,Thiruvanmiyur,0.49097496680862945
Iyyappanthangal,Wed,15:30-16:00,106,Broadway,0.2842965927866442
Porur,Tue,11:30-12:00,58,Vadapalani,0.3268380031432418
Porur,Tue,11:30-12:00,58,Thiruvanmiyur,0.3562944022198135
Porur,Tue,11:30-12:00,58,Broadway,0.31686759463694475
Valasaravakkam,Thu,09:30-10:00,47,Vadapalani,0.7912740989941336
Valasaravakkam,Thu,09:30-10:00,47,Broadway,0.20872590100586635
Ramapuram,Sun,08:00-08:30,52,Thiruvanmiyur,1.0
Porur,Mon,20:30-21:00,113,Vadapalani,0.19692304063233024
Porur,Mon,20:30-21:00,113,Thiruvanmiyur,0.5705776384223645
Porur,Mon,20:30-21:00,113,Broadway,0.23249932094530512
Iyyappanthangal,Fri,17:00-17:30,100,Vadapalani,0.15684932119060443
Iyyappanthangal,Fri,17:00-17:30,100,Thiruvanmiyur,0.5847552063142752
Iyyappanthangal,Fri,17:00-17:30,100,Broadway,0.2583954724951203
Ramapuram,Wed,12:00-12:30,39,Thiruvanmiyur,1.0
Porur,Fri,10:00-10:30,77,Vadapalani,0.33396757568078084
Porur,Fri,10:00-10:30,77,Thiruvanmiyur,0.3574300940851154
Porur,Fri,10:00-10:30,77,Broadway,0.3086023302341038
Iyyappanthangal,Tue,08:30-09:00,86,Vadapalani,0.6369136877738467
Iyyappanthangal,Tue,08:30-09:00,86,Thiruvanmiyur,0.1961702263789869
Iyyappanthangal,Tue,08:30-09:00,86,Broadway,0.1669160858471664
Porur,Mon,16:30-17:00,72,Vadapalani,0.26625382442144296
Porur,Mon,16:30-17:00,72,Thiruvanmiyur,0.5012532988153858
Porur,Mon,16:30-17:00,72,Broadway,0.23249287676317115
Porur,Wed,17:30-18:00,83,Vadapalani,0.2922047160478318
Porur,Wed,17:30-18:00,83,Thiruvanmiyur,0.5142724239959539
Porur,Wed,17:30-18:00,83,Broadway,0.1935228599562143
Valasaravakkam,Fri,20:00-20:30,66,Vadapalani,0.3442599388671446
Valasaravakkam,Fri,20:00-20:30,66,Broadway,0.6557400611328553
Porur,Thu,15:00-15:30,106,Vadapalani,0.3224050714725808
Porur,Thu,15:00-15:30,106,Thiruvanmiyur,0.41555509587029604
Porur,Thu,15:00-15:30,106,Broadway,0.2620398326571232
Iyyappanthangal,Sat,06:00-06:30,37,Vadapalani,0.6061628867180694
Iyyappanthangal,Sat,06:00-06:30,37,Thiruvanmiyur,0.3108453334913661
Iyyappanthangal,Sat,06:00-06:30,37,Broadway,0.08299177979056445
Ramapuram,Thu,19:30-20:00,84,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,19:00-19:30,23,Vadapalani,0.21203539918726594
Iyyappanthangal,Tue,19:00-19:30,23,Thiruvanmiyur,0.5303475453492412
Iyyappanthangal,Tue,19:00-19:30,23,Broadway,0.2576170554634929
Valasaravakkam,Tue,20:30-21:00,110,Vadapalani,0.22345397220817528
Valasaravakkam,Tue,20:30-21:00,110,Broadway,0.7765460277918247
Ramapuram,Mon,13:30-14:00,31,Thiruvanmiyur,1.0
Porur,Mon,21:00-21:30,62,Vadapalani,0.20331163339738972
Porur,Mon,21:00-21:30,62,Thiruvanmiyur,0.5357210647396535
Porur,Mon,21:00-21:30,62,Broadway,0.2609673018629567
Valasaravakkam,Mon,06:00-06:30,43,Vadapalani,0.7337195156238447
Valasaravakkam,Mon,06:00-06:30,43,Broadway,0.26628048437615526
Ramapuram,Wed,16:00-16:30,55,Thiruvanmiyur,1.0
Ramapuram,Sat,15:30-16:00,85,Thiruvanmiyur,1.0
Iyyappanthangal,Fri,19:00-19:30,109,Vadapalani,0.3243725387265037
Iyyappanthangal,Fri,19:00-19:30,109,Thiruvanmiyur,0.4168658178222534
Iyyappanthangal,Fri,19:00-19:30,109,Broadway,0.25876164345124303
Valasaravakkam,Tue,09:30-10:00,96,Vadapalani,0.7604490610603692
Valasaravakkam,Tue,09:30-10:00,96,Broadway,0.23955093893963073
Porur,Sat,06:00-06:30,22,Vadapalani,0.5989449480920745
Porur,Sat,06:00-06:30,22,Thiruvanmiyur,0.2207072069382032
Porur,Sat,06:00-06:30,22,Broadway,0.18034784496972223
Ramapuram,Mon,10:00-10:30,76,Thiruvanmiyur,1.0
Iyyappanthangal,Wed,20:00-20:30,43,Vadapalani,0.22701012159169054
Iyyappanthangal,Wed,20:00-20:30,43,Thiruvanmiyur,0.5203109993203906
Iyyappanthangal,Wed,20:00-20:30,43,Broadway,0.2526788790879188
Valasaravakkam,Thu,18:30-19:00,69,Vadapalani,0.2825397870562659
Valasaravakkam,Thu,18:30-19:00,69,Broadway,0.7174602129437341
Ramapuram,Sun,07:30-08:00,38,Thiruvanmiyur,1.0
Iyyappanthangal,Wed,10:30-11:00,99,Vadapalani,0.23437120678334167
Iyyappanthangal,Wed,10:30-11:00,99,Thiruvanmiyur,0.44818106529510154
Iyyappanthangal,Wed,10:30-11:00,99,Broadway,0.3174477279215569
Ramapuram,Fri,14:30-15:00,63,Thiruvanmiyur,1.0
Ramapuram,Tue,13:00-13:30,102,Thiruvanmiyur,1.0
Ramapuram,Wed,16:00-16:30,78,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,16:30-17:00,26,Vadapalani,0.2635208973469629
Iyyappanthangal,Tue,16:30-17:00,26,Thiruvanmiyur,0.4802943178570934
Iyyappanthangal,Tue,16:30-17:00,26,Broadway,0.25618478479594375
Porur,Wed,07:30-08:00,46,Vadapalani,0.6116513049716744
Porur,Wed,07:30-08:00,46,Thiruvanmiyur,0.22993350706092794
Porur,Wed,07:30-08:00,46,Broadway,0.15841518796739756
Ramapuram,Tue,16:30-17:00,78,Thiruvanmiyur,1.0
Ramapuram,Tue,16:00-16:30,110,Thiruvanmiyur,1.0
Porur,Sat,13:00-13:30,26,Vadapalani,0.27777162121400834
Porur,Sat,13:00-13:30,26,Thiruvanmiyur,0.43816497318361136
Porur,Sat,13:00-13:30,26,Broadway,0.2840634056023802
Valasaravakkam,Wed,13:30-14:00,71,Vadapalani,0.3629652023755807
Valasaravakkam,Wed,13:30-14:00,71,Broadway,0.6370347976244193
Porur,Sat,10:00-10:30,98,Vadapalani,0.2715442813461543
Porur,Sat,10:00-10:30,98,Thiruvanmiyur,0.45992281813506913
Porur,Sat,10:00-10:30,98,Broadway,0.26853290051877643
Iyyappanthangal,Wed,21:00-21:30,80,Vadapalani,0.27591368610655725
Iyyappanthangal,Wed,21:00-21:30,80,Thiruvanmiyur,0.4335635562486518
Iyyappanthangal,Wed,21:00-21:30,80,Broadway,0.2905227576447909
Valasaravakkam,Mon,18:30-19:00,71,Vadapalani,0.40374072994891724
Valasaravakkam,Mon,18:30-19:00,71,Broadway,0.5962592700510828
Porur,Fri,15:00-15:30,71,Vadapalani,0.3065506246404518
Porur,Fri,15:00-15:30,71,Thiruvanmiyur,0.3761746199935497
Porur,Fri,15:00-15:30,71,Broadway,0.3172747553659984
Ramapuram,Sat,07:30-08:00,102,Thiruvanmiyur,1.0
Valasaravakkam,Wed,07:00-07:30,40,Vadapalani,0.8332140198259245
Valasaravakkam,Wed,07:00-07:30,40,Broadway,0.1667859801740755
Valasaravakkam,Thu,20:30-21:00,54,Vadapalani,0.27086833589653153
Valasaravakkam,Thu,20:30-21:00,54,Broadway,0.7291316641034684
Iyyappanthangal,Sat,09:00-09:30,107,Vadapalani,0.575804126676081
Iyyappanthangal,Sat,09:00-09:30,107,Thiruvanmiyur,0.24811697649754208
Iyyappanthangal,Sat,09:00-09:30,107,Broadway,0.1760788968263769
Valasaravakkam,Sun,17:00-17:30,112,Vadapalani,0.4006521330866114
Valasaravakkam,Sun,17:00-17:30,112,Broadway,0.5993478669133886
Iyyappanthangal,Sun,18:30-19:00,70,Vadapalani,0.20337442509213433
Iyyappanthangal,Sun,18:30-19:00,70,Thiruvanmiyur,0.5661683308069316
Iyyappanthangal,Sun,18:30-19:00,70,Broadway,0.230457244100934
Valasaravakkam,Tue,15:00-15:30,22,Vadapalani,0.32685580681034004
Valasaravakkam,Tue,15:00-15:30,22,Broadway,0.6731441931896599
Ramapuram,Sun,21:00-21:30,92,Thiruvanmiyur,1.0
Valasaravakkam,Sat,06:30-07:00,89,Vadapalani,0.6897714993169803
Valasaravakkam,Sat,06:30-07:00,89,Broadway,0.31022850068301955
Ramapuram,Thu,21:30-22:00,42,Thiruvanmiyur,1.0
Ramapuram,Thu,17:00-17:30,39,Thiruvanmiyur,1.0
Iyyappanthangal,Mon,13:00-13:30,32,Vadapalani,0.32769447973351057
Iyyappanthangal,Mon,13:00-13:30,32,Thiruvanmiyur,0.46185566032300596
Iyyappanthangal,Mon,13:00-13:30,32,Broadway,0.21044985994348334
Porur,Fri,20:30-21:00,46,Vadapalani,0.2335439295165708
Porur,Fri,20:30-21:00,46,Thiruvanmiyur,0.4807340427259924
Porur,Fri,20:30-21:00,46,Broadway,0.28572202775743694
Valasaravakkam,Thu,18:00-18:30,87,Vadapalani,0.29956435449388674
Valasaravakkam,Thu,18:00-18:30,87,Broadway,0.7004356455061134
Porur,Sat,11:00-11:30,55,Vadapalani,0.29221955843635516
Porur,Sat,11:00-11:30,55,Thiruvanmiyur,0.35527254652413975
Porur,Sat,11:00-11:30,55,Broadway,0.3525078950395049
Porur,Wed,20:30-21:00,100,Vadapalani,0.24243542938443371
Porur,Wed,20:30-21:00,100,Thiruvanmiyur,0.560986621978845
Porur,Wed,20:30-21:00,100,Broadway,0.19657794863672134
Porur,Sun,19:00-19:30,98,Vadapalani,0.2785932461539989
Porur,Sun,19:00-19:30,98,Thiruvanmiyur,0.5496385324508829
Porur,Sun,19:00-19:30,98,Broadway,0.17176822139511816
Valasaravakkam,Thu,18:30-19:00,48,Vadapalani,0.3324432703262154
Valasaravakkam,Thu,18:30-19:00,48,Broadway,0.6675567296737847
Iyyappanthangal,Thu,20:00-20:30,69,Vadapalani,0.2444300241841935
Iyyappanthangal,Thu,20:00-20:30,69,Thiruvanmiyur,0.5554778111099901
Iyyappanthangal,Thu,20:00-20:30,69,Broadway,0.20009216470581648
Valasaravakkam,Tue,15:30-16:00,71,Vadapalani,0.4090542197539639
Valasaravakkam,Tue,15:30-16:00,71,Broadway,0.5909457802460361
Iyyappanthangal,Thu,18:30-19:00,29,Vadapalani,0.33561544741275323
Iyyappanthangal,Thu,18:30-19:00,29,Thiruvanmiyur,0.4404201469564833
Iyyappanthangal,Thu,18:30-19:00,29,Broadway,0.22396440563076342
Iyyappanthangal,Sat,16:00-16:30,36,Vadapalani,0.2358686937490182
Iyyappanthangal,Sat,16:00-16:30,36,Thiruvanmiyur,0.5232124895403967
Iyyappanthangal,Sat,16:00-16:30,36,Broadway,0.24091881671058513
Porur,Mon,20:00-20:30,92,Vadapalani,0.2449019486305506
Porur,Mon,20:00-20:30,92,Thiruvanmiyur,0.5112456587431402
Porur,Mon,20:00-20:30,92,Broadway,0.24385239262630917
Iyyappanthangal,Fri,14:00-14:30,95,Vadapalani,0.29923065025179496
Iyyappanthangal,Fri,14:00-14:30,95,Thiruvanmiyur,0.3722830204172437
Iyyappanthangal,Fri,14:00-14:30,95,Broadway,0.32848632933096145
Iyyappanthangal,Wed,07:30-08:00,38,Vadapalani,0.6844205659728266
Iyyappanthangal,Wed,07:30-08:00,38,Thiruvanmiyur,0.2252195570172294
Iyyappanthangal,Wed,07:30-08:00,38,Broadway,0.09035987700994401
Iyyappanthangal,Wed,16:00-16:30,69,Vadapalani,0.166561126337967
Iyyappanthangal,Wed,16:00-16:30,69,Thiruvanmiyur,0.5167381892663837
Iyyappanthangal,Wed,16:00-16:30,69,Broadway,0.3167006843956494
Porur,Thu,10:30-11:00,46,Vadapalani,0.32774697753952164
Porur,Thu,10:30-11:00,46,Thiruvanmiyur,0.3644032276391618
Porur,Thu,10:30-11:00,46,Broadway,0.3078497948213165
Iyyappanthangal,Tue,18:30-19:00,67,Vadapalani,0.2909104583260821
Iyyappanthangal,Tue,18:30-19:00,67,Thiruvanmiyur,0.4344008982720913
Iyyappanthangal,Tue,18:30-19:00,67,Broadway,0.2746886434018266
Ramapuram,Tue,08:00-08:30,94,Thiruvanmiyur,1.0
Valasaravakkam,Fri,07:30-08:00,90,Vadapalani,0.7643427719159216
Valasaravakkam,Fri,07:30-08:00,90,Broadway,0.23565722808407855
Valasaravakkam,Sat,14:30-15:00,84,Vadapalani,0.5317654450886443
Valasaravakkam,Sat,14:30-15:00,84,Broadway,0.46823455491135574
Valasaravakkam,Fri,18:00-18:30,71,Vadapalani,0.4046379593456169
Valasaravakkam,Fri,18:00-18:30,71,Broadway,0.5953620406543831
Valasaravakkam,Wed,19:30-20:00,21,Vadapalani,0.3824488491969629
Valasaravakkam,Wed,19:30-20:00,21,Broadway,0.6175511508030371
Iyyappanthangal,Fri,18:00-18:30,111,Vadapalani,0.2565426540452373
Iyyappanthangal,Fri,18:00-18:30,111,Thiruvanmiyur,0.5041994180656072
Iyyappanthangal,Fri,18:00-18:30,111,Broadway,0.2392579278891555
Porur,Mon,07:30-08:00,88,Vadapalani,0.7073954676210259
Porur,Mon,07:30-08:00,88,Thiruvanmiyur,0.23666315404555383
Porur,Mon,07:30-08:00,88,Broadway,0.055941378333420236
Ramapuram,Tue,11:30-12:00,119,Thiruvanmiyur,1.0
Porur,Sat,08:30-09:00,101,Vadapalani,0.5923149077716534
Porur,Sat,08:30-09:00,101,Thiruvanmiyur,0.2631404436931867
Porur,Sat,08:30-09:00,101,Broadway,0.14454464853515997
Ramapuram,Sat,17:00-17:30,45,Thiruvanmiyur,1.0
Iyyappanthangal,Tue,08:00-08:30,119,Vadapalani,0.5888070083528377
